Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_Simplified
"Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent.",Jealous,Evening,VenomousHeart,Twitter,#Jealous #HeartOfDiscontent,16.0,32.0, Australia ,2019,12,12,17,Negative
"Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake.",Devastated,Afternoon,FragileTrust,Instagram,#Devastated #ShatteredTrust,25.0,50.0, Canada ,2022,5,20,14,Negative
"Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand.",Frustrated,Afternoon,BrokenThreads,Facebook,#Frustrated #SlippingThreads,14.0,28.0, UK ,2020,9,3,12,Negative
"Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights.",Envious,Night,SuccessPill,Twitter,#Envious #BitterPill,20.0,40.0, USA ,2021,2,10,19,Negative
"Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference.",Dismissive,Afternoon,CurtainShield,Instagram,#Dismissive #IndifferencePerformance,12.0,24.0, Australia ,2018,8,18,14,Neutral
"Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness.",Despair,Night,FoggyLabyrinth,Facebook,#Despair #LabyrinthOfHopelessness,8.0,16.0, Canada ,2022,2,28,21,Negative
"Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory.",Bitterness,Morning,IcyResentment,Twitter,#Bitterness #IciclesOfResentment,15.0,30.0, UK ,2019,10,15,10,Negative
"Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces.",Loneliness,Evening,SolitaryMoon,Instagram,#Loneliness #StarlessSky,18.0,36.0, USA ,2017,12,1,18,Negative
"Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon.",Yearning,Evening,VanishedSunset,Facebook,#Yearning #HuesOfSunset,10.0,20.0, Australia ,2020,4,18,16,Negative
"Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners.",Fearful,Night,NightPrisoner,Twitter,#Fearful #LurkingMonsters,18.0,36.0, India ,2023,1,7,3,Negative
"Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt.",Apprehensive,Morning,WindWhisperer,Instagram,#Apprehensive #StormOfDoubt,14.0,28.0, Canada ,2021,6,10,10,Negative
"Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience.",Overwhelmed,Evening,MazeExplorer,Facebook,#Overwhelmed #MinotaurOfPressure,22.0,44.0, USA ,2020,2,22,15,Negative
"Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence.",Jealous,Afternoon,WoundedGarden,Twitter,#Jealous #BloomingAchievements,16.0,32.0, UK ,2018,3,17,14,Negative
"Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole.",Devastated,Afternoon,RuinedHeart,Instagram,#Devastated #EchoesOfShatteredDreams,25.0,50.0, Australia ,2022,10,28,11,Negative
"Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication.",Frustrated,Afternoon,KnotUntangler,Facebook,#Frustrated #LabyrinthOfMiscommunication,14.0,28.0, India ,2020,11,1,12,Negative
"Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive.",Envious,Night,ElusiveKeys,Twitter,#Envious #DesireForKeys,20.0,40.0, USA ,2021,1,15,22,Negative
"Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference.",Dismissive,Afternoon,IndifferentFort,Instagram,#Dismissive #IndifferencePerformance,12.0,24.0, Australia ,2018,8,18,14,Neutral
"Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration.",Frustrated,Afternoon,DreamMosaic,Twitter,#Frustrated #MosaicOfDisappointment,15.0,30.0, Canada ,2022,1,7,11,Negative
"Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne.",Loneliness,Night,NocturnalEcho,Facebook,#Loneliness #SolitaryNocturne,18.0,36.0, Australia ,2019,9,19,3,Negative
Awe-struck by the breathtaking sunrise over the mountains.,Awe,Morning,NatureAdmirer,Instagram,#Awe #BreathtakingSunrise,28.0,55.0, USA               ,2022,4,3,6,Positive
Navigating through the challenges with determination.,Determination,Morning,GoalPursuer,Twitter,#Determination #Challenges,15.0,30.0, Canada            ,2023,10,12,10,Neutral
Nostalgia hits while flipping through an old photo album.,Nostalgia,Night,MemoryLane,Facebook,#Nostalgia #OldMemories,22.0,45.0, UK                ,2019,6,28,19,Neutral
Thrilled to witness the grandeur of a cultural festival.,Thrill,Afternoon,CultureEnthusiast,Instagram,#Thrill #CulturalCelebration,40.0,80.0, India              ,2020,9,15,14,Positive
Calmness found in the rhythm of raindrops on the windowpane.,Calmness,Night,RainWatcher,Twitter,#Calmness #RainyDays,18.0,35.0, Australia          ,2017,11,8,21,Neutral
Overwhelmed by the support received during a personal challenge.,Overwhelmed,Evening,PersonalJourney,Facebook,#Overwhelmed #SupportiveCommunity,25.0,50.0, USA               ,2021,5,20,17,Negative
Excitement builds as the countdown to a long-awaited vacation begins.,Excitement,Afternoon,VacationDreamer,Instagram,#Excitement #VacationCountdown,30.0,60.0, France            ,2023,1,10,12,Neutral
"Reflecting on life's journey, grateful for the lessons learned.",Gratitude,Morning,LifeLearner,Twitter,#Gratitude #LifeLessons,35.0,70.0, Brazil            ,2018,12,5,8,Positive
Bittersweet emotions arise while bidding farewell to a dear friend.,Bittersweet,Evening,FarewellSender,Instagram,#Bittersweet #Farewell,20.0,40.0, Japan             ,2020,3,15,18,Neutral
Curiosity sparked by exploring a mysterious ancient ruin.,Curiosity,Evening,HistoryExplorer,Facebook,#Curiosity #AncientDiscovery,18.0,35.0, Greece            ,2016,8,22,15,Neutral
Admiration for the intricate details of a handcrafted masterpiece.,Admiration,Evening,CraftEnthusiast,Instagram,#Admiration #HandcraftedArt,25.0,50.0, USA               ,2019,8,20,16,Positive
Overjoyed by the warmth of a cozy fireplace on a winter evening.,Overjoyed,Night,WinterLover,Twitter,#Overjoyed #WinterWarmth,18.0,35.0, Canada            ,2021,12,8,19,Positive
Inspiration strikes while observing the colors of a vibrant sunset.,Inspiration,Night,SunsetWatcher,Instagram,#Inspiration #ColorfulSunset,30.0,60.0, UK                ,2020,6,10,20,Positive
Motivated to achieve fitness goals after an invigorating workout.,Motivation,Morning,FitnessJunkie,Facebook,#Motivation #FitnessGoals,40.0,80.0, Australia          ,2022,2,28,7,Positive
Gratitude for the simple joys found in a cup of morning coffee.,Gratitude,Morning,CoffeeLover,Twitter,#Gratitude #MorningCoffee,22.0,45.0, India             ,2017,4,15,8,Positive
Feeling empowered after conquering a challenging hiking trail.,Empowerment,Afternoon,HikingExplorer,Instagram,#Empowerment #HikingAdventure,35.0,70.0, USA               ,2018,9,5,14,Positive
Amused by the antics of playful kittens during playtime.,Amusement,Afternoon,KittyObserver,Facebook,#Amusement #PlayfulKittens,15.0,30.0, Canada            ,2022,10,22,12,Positive
Contemplating life's mysteries under the starry night sky.,Contemplation,Night,Stargazer,Twitter,#Contemplation #StarryNight,28.0,55.0, UK                ,2016,7,2,23,Neutral
Joyful reunion with long-lost friends after years of separation.,JoyfulReunion,Evening,FriendshipRenewal,Instagram,#JoyfulReunion #Friendship,20.0,40.0, India             ,2020,11,18,17,Positive
Excitement builds while preparing for a surprise celebration.,Excitement,Evening,CelebrationPlanner,Facebook,#Excitement #SurpriseCelebration,30.0,60.0, Australia          ,2023,3,5,15,Neutral
Satisfaction derived from successfully completing a DIY project.,Satisfaction,Afternoon,DIYEnthusiast,Twitter,#Satisfaction #DIYProject,25.0,50.0, USA               ,2015,12,1,11,Positive
Feeling blessed for the supportive community in times of need.,Blessed,Morning,CommunityHelper,Instagram,#Blessed #SupportiveCommunity,18.0,35.0, UK                ,2021,9,10,9,Positive
Captivated by the serenity of a tranquil garden in full bloom.,Serenity,Afternoon,GardenEnthusiast,Facebook,#Serenity #TranquilGarden,22.0,45.0, Canada            ,2018,5,12,14,Positive
Anticipation for an upcoming adventure in an exotic destination.,Anticipation,Morning,Wanderlust,Twitter,#Anticipation #AdventureAwaits,40.0,80.0, India             ,2022,7,25,10,Neutral
Reflecting on personal growth achieved through life experiences.,Reflection,Evening,GrowthSeeker,Instagram,#Reflection #PersonalGrowth,35.0,70.0, USA               ,2019,3,8,18,Neutral
Nostalgic memories flood in while revisiting childhood favorites.,Nostalgia,Night,ChildhoodMemories,Facebook,#Nostalgia #ChildhoodFavorites,20.0,40.0, Australia          ,2017,1,28,21,Neutral
Appreciation for the vibrant culture experienced during travel.,Appreciation,Afternoon,CultureExplorer,Twitter,#Appreciation #CulturalExperience,28.0,55.0, UK                ,2016,11,14,13,Neutral
Confidence soars after overcoming public speaking anxiety.,Confidence,Evening,PublicSpeaker,Instagram,#Confidence #OvercomingAnxiety,15.0,30.0, USA               ,2020,4,2,17,Positive
Contentment in the midst of a family gathering filled with laughter.,Contentment,Night,FamilyCelebration,Facebook,#Contentment #FamilyLaughter,25.0,50.0, Canada            ,2023,1,15,19,Positive
Enthusiasm for learning new skills and expanding knowledge.,Enthusiasm,Afternoon,LifelongLearner,Twitter,#Enthusiasm #SkillBuilding,30.0,60.0, India             ,2018,8,7,12,Positive
Surprise and delight at discovering a hidden gem in the city.,Surprise,Evening,CityExplorer,Instagram,#Surprise #HiddenGem,18.0,35.0, UK                ,2019,10,18,16,Neutral
A sense of accomplishment after completing a challenging workout.,Accomplishment,Morning,FitnessAchiever,Facebook,#Accomplishment #FitnessSuccess,22.0,45.0, Australia          ,2022,6,30,7,Positive
Wonderment at the beauty of a double rainbow after the rain.,Wonderment,Evening,RainbowChaser,Twitter,#Wonderment #DoubleRainbow,35.0,70.0, USA               ,2017,6,12,18,Positive
Optimism for a bright future amidst challenging times.,Optimism,Morning,FutureOptimist,Instagram,#Optimism #BrightFuture,20.0,40.0, Canada            ,2021,7,5,9,Positive
Pride in achieving a personal milestone in career progression.,Pride,Afternoon,CareerAchiever,Facebook,#Pride #CareerMilestone,28.0,55.0, UK                ,2016,4,15,14,Neutral
Happiness blooms like flowers in a garden on a sunny day.,Happiness,Afternoon,SunnyDayEnthusiast,Twitter,#Happiness #SunnyDay,15.0,30.0, India             ,2020,2,10,11,Positive
Elation over discovering a rare book in a quaint bookstore.,Elation,Evening,Bookworm,Instagram,#Elation #RareBookDiscovery,40.0,80.0, USA               ,2018,9,22,16,Positive
Curiosity piqued by the mysteries of an ancient archaeological site.,Curiosity,Morning,ArchaeologyEnthusiast,Facebook,#Curiosity #AncientMysteries,18.0,35.0, Australia          ,2015,11,8,10,Neutral
Mesmerized by the cosmic dance of fireflies on a moonlit night.,Enchantment,Night,NightSkyObserver,Instagram,#Enchantment #CosmicFireflies,25.0,50.0, Brazil           ,2022,8,10,22,Positive
Intrigued by the symphony of colors in an abstract art exhibition.,Intrigue,Evening,ArtConnoisseur,Twitter,#Intrigue #AbstractArt,18.0,35.0, France           ,2019,4,5,17,Neutral
Giggles and joy echo in the air during a children's playdate.,PlayfulJoy,Evening,PlayfulParent,Facebook,#PlayfulJoy #ChildrensPlaydate,22.0,45.0, Japan            ,2020,12,15,15,Positive
Enveloped in serenity while practicing mindfulness by the lake.,Mindfulness,Morning,ZenSeeker,Instagram,#Mindfulness #LakeTranquility,35.0,70.0, Canada           ,2017,10,20,8,Neutral
Chasing dreams like a kite soaring high in the vast open sky.,DreamChaser,Afternoon,SkyDreamer,Twitter,#DreamChaser #SkyHighDreams,30.0,60.0, Australia         ,2021,2,28,13,Neutral
Spellbound by the elegance of a ballroom dance under crystal chandeliers.,Elegance,Night,DanceEnthusiast,Facebook,#Elegance #BallroomDance,28.0,55.0, UK               ,2018,6,12,20,Neutral
Whimsical delight in a world of fairy tales and magical creatures.,Whimsy,Afternoon,FairyTaleExplorer,Instagram,#Whimsy #MagicalWorld,20.0,40.0, USA             ,2016,3,8,14,Neutral
Pensive contemplation amid the ancient ruins of a forgotten civilization.,Pensive,Evening,RuinsExplorer,Twitter,#Pensive #AncientCivilization,18.0,35.0, Greece           ,2023,4,18,17,Neutral
Embracing the thrill of speed on a rollercoaster's exhilarating twists.,Thrill,Afternoon,RollercoasterFan,Facebook,#Thrill #RollercoasterAdventure,22.0,45.0, Germany         ,2020,7,25,12,Positive
Harmony resonates as musicians play a melody of unity and togetherness.,Harmony,Night,MusicHarmonist,Instagram,#Harmony #MusicalUnity,35.0,70.0, Sweden          ,2019,11,30,19,Neutral
A burst of creativity in the quiet solitude of an artist's studio.,Creativity,Evening,StudioArtist,Twitter,#Creativity #ArtistsHaven,15.0,30.0, Italy           ,2015,9,1,16,Neutral
Radiant joy akin to blooming flowers on a sun-kissed spring morning.,Radiance,Morning,SpringEnthusiast,Facebook,#Radiance #SpringBlooms,25.0,50.0, Netherlands     ,2022,5,5,10,Neutral
A sense of wonder at the vastness of the cosmos on a stargazing night.,Wonder,Night,CosmosExplorer,Instagram,#Wonder #StargazingAdventure,40.0,80.0, South Africa    ,2018,7,8,23,Neutral
Rejuvenated by the salty breeze and the sound of waves at the seaside.,Rejuvenation,Afternoon,SeaBreezeLover,Twitter,#Rejuvenation #SeasideEscape,18.0,35.0, Spain           ,2021,9,20,14,Neutral
Whispers of inspiration from the rustling leaves in a serene forest.,Inspiration,Afternoon,ForestDreamer,Facebook,#Inspiration #ForestWhispers,28.0,55.0, Portugal        ,2016,11,15,11,Positive
Savoring the warmth of a cup of cocoa on a chilly winter evening.,Coziness,Evening,WinterWarmth,Instagram,#Coziness #WarmWinterEvening,30.0,60.0, Switzerland     ,2020,1,12,18,Neutral
Heartfelt gratitude for the laughter shared during a family reunion.,Gratitude,Night,FamilyGatherer,Facebook,#Gratitude #FamilyLaughter,22.0,45.0, Austria         ,2017,12,28,19,Positive
"Embarking on a culinary adventure, savoring exotic flavors around the world.",Adventure,Night,CulinaryExplorer,Twitter,#Adventure #CulinaryJourney,35.0,70.0, Belgium         ,2019,3,2,20,Neutral
Euphoria floods in as the final puzzle piece clicks into place.,Euphoria,Evening,PuzzleSolver,Instagram,#Euphoria #PuzzleCompletion,20.0,40.0, Denmark         ,2022,6,8,15,Positive
Awe-inspired by the grandeur of an ancient cathedral's intricate architecture.,Awe,Afternoon,CathedralVisitor,Facebook,#Awe #ArchitecturalGrandeur,18.0,35.0, Czech Republic  ,2018,8,18,14,Positive
Captivated by the ethereal beauty of a field filled with fireflies.,Enchantment,Night,NightSkyObserver,Instagram,#Enchantment #FireflyField,25.0,50.0, Brazil           ,2022,8,10,22,Positive
Immersed in the enchanting melodies of a street musician's violin.,Melodic,Evening,MusicLover,Twitter,#Melodic #StreetMusic,18.0,35.0, France           ,2019,4,5,17,Neutral
Joyful laughter resonates through a lively summer carnival.,FestiveJoy,Evening,CarnivalGoer,Facebook,#FestiveJoy #SummerCarnival,22.0,45.0, Japan            ,2020,12,15,15,Positive
Exploring the universe within during a mindful meditation session.,InnerJourney,Morning,MindfulExplorer,Instagram,#InnerJourney #MeditationBliss,35.0,70.0, Canada           ,2017,10,20,8,Neutral
Soaring like a free spirit on the winds of a coastal cliff.,Freedom,Afternoon,CoastalExplorer,Twitter,#Freedom #CoastalAdventure,30.0,60.0, Australia         ,2021,2,28,13,Neutral
Dazzled by the elegance of a masquerade ball's dazzling costumes.,Dazzle,Night,MasqueradeAttendee,Facebook,#Dazzle #MasqueradeElegance,28.0,55.0, UK               ,2018,6,12,20,Neutral
Whimsical delight in a world of whimsical fairy tales.,Whimsy,Afternoon,FairyTaleAdventurer,Instagram,#Whimsy #FairyTaleMagic,20.0,40.0, USA             ,2016,3,8,14,Neutral
Reflective contemplation amid the ruins of a forgotten era.,Reflection,Evening,RuinsExplorer,Twitter,#Reflection #ForgottenEra,18.0,35.0, Greece           ,2023,4,18,17,Neutral
Riding the adrenaline rush on a rollercoaster's wild twists.,Adrenaline,Afternoon,ThrillSeeker,Facebook,#Adrenaline #RollercoasterThrills,22.0,45.0, Germany         ,2020,7,25,12,Neutral
Harmony resonates as musicians play a symphony of unity.,Harmony,Night,MusicHarmonist,Instagram,#Harmony #MusicalUnity,35.0,70.0, Sweden          ,2019,11,30,19,Neutral
A burst of artistic creativity in the quietude of an artist's studio.,ArtisticBurst,Evening,StudioArtist,Twitter,#ArtisticBurst #StudioCreativity,15.0,30.0, Italy           ,2015,9,1,16,Neutral
Radiant joy akin to blossoming flowers on a sunlit spring morning.,Radiance,Morning,SpringEnthusiast,Facebook,#Radiance #SpringBlooms,25.0,50.0, Netherlands     ,2022,5,5,10,Neutral
Awe-inspired by the vastness of the cosmos on a stargazing night.,Wonder,Night,CosmosExplorer,Instagram,#Wonder #StargazingAdventure,40.0,80.0, South Africa    ,2018,7,8,23,Neutral
Rejuvenated by the salty breeze and the sound of waves at the seaside.,Rejuvenation,Afternoon,SeaBreezeLover,Twitter,#Rejuvenation #SeasideEscape,18.0,35.0, Spain           ,2021,9,20,14,Neutral
Whispers of inspiration from the rustling leaves in a serene forest.,Inspiration,Afternoon,ForestDreamer,Facebook,#Inspiration #ForestWhispers,28.0,55.0, Portugal        ,2016,11,15,11,Positive
Savoring the warmth of a cup of cocoa on a chilly winter evening.,Coziness,Evening,WinterWarmth,Instagram,#Coziness #WarmWinterEvening,30.0,60.0, Switzerland     ,2020,1,12,18,Neutral
Heartfelt gratitude for the laughter shared during a family reunion.,Gratitude,Night,FamilyGatherer,Facebook,#Gratitude #FamilyLaughter,22.0,45.0, Austria         ,2017,12,28,19,Positive
"Embarking on a culinary odyssey, savoring flavors around the world.",CulinaryOdyssey,Night,CulinaryExplorer,Twitter,#CulinaryOdyssey #FlavorsAroundTheWorld,35.0,70.0, Belgium         ,2019,3,2,20,Neutral
Euphoria floods in as the final puzzle piece fits perfectly.,Euphoria,Evening,PuzzleSolver,Instagram,#Euphoria #PerfectPuzzle,20.0,40.0, Denmark         ,2022,6,8,15,Positive
Awe-struck by the grandeur of an ancient cathedral's intricate architecture.,Awe,Afternoon,CathedralVisitor,Facebook,#Awe #ArchitecturalGrandeur,18.0,35.0, Czech Republic  ,2018,8,18,14,Positive
Curiosity awakened by the mysteries of an ancient archaeological site.,Curiosity,Morning,ArchaeologyEnthusiast,Instagram,#Curiosity #AncientMysteries,18.0,35.0, Australia ,2015,11,8,10,Neutral
Giddy with excitement as the first snowflakes dance from the sky.,Excitement,Evening,SnowfallEnthusiast,Twitter,#Excitement #SnowfallMagic,22.0,45.0, Canada         ,2020,12,2,17,Neutral
Contentment envelops as the aroma of freshly baked bread fills the air.,Contentment,Afternoon,BreadLover,Instagram,#Contentment #FreshBreadAroma,28.0,55.0, France          ,2017,6,10,12,Positive
Inspired by the resilience of a lone tree standing tall in a storm.,Resilience,Afternoon,NatureResilient,Facebook,#Resilience #StandingTall,35.0,70.0, USA             ,2021,4,15,14,Neutral
"Lost in the pages of a captivating novel, transported to another world.",Immersion,Night,Bookworm,Twitter,#Immersion #CaptivatingNovel,20.0,40.0, UK              ,2019,9,28,19,Neutral
Drenched in nostalgia while flipping through an old family photo album.,Nostalgia,Night,FamilyHistorian,Instagram,#Nostalgia #FamilyPhotoAlbum,25.0,50.0, India          ,2016,12,5,21,Neutral
Spark of inspiration ignites like a shooting star in the night sky.,Spark,Night,NightSkyWatcher,Facebook,#Spark #InspirationIgnited,30.0,60.0, Australia      ,2018,2,10,23,Neutral
Imbued with gratitude for the simple pleasure of a warm cup of tea.,Gratitude,Morning,TeaEnthusiast,Twitter,#Gratitude #WarmTea,18.0,35.0, Japan           ,2023,2,15,8,Positive
Marveling at the kaleidoscope of colors in a vibrant street market.,Marvel,Evening,MarketExplorer,Instagram,#Marvel #ColorfulStreetMarket,22.0,45.0, Brazil          ,2015,8,22,15,Neutral
Awash with serenity as the sun sets over a tranquil lakeside retreat.,Serenity,Evening,LakesideRetreater,Facebook,#Serenity #TranquilSunset,28.0,55.0, Germany       ,2020,11,20,18,Positive
Drowning in sorrow as memories of lost love resurface.,Heartbreak,Night,LostInLove,Instagram,#Heartbreak #LostLove,15.0,30.0, USA             ,2019,8,5,21,Negative
Numbness sets in as the weight of loneliness grows heavier.,Loneliness,Evening,SolitudeSeeker,Twitter,#Loneliness #HeavyHeart,18.0,35.0, Canada          ,2021,2,12,16,Negative
"Tears fall like raindrops, mourning the end of a cherished friendship.",Grief,Afternoon,FriendshipsEnd,Facebook,#Grief #LostFriendship,22.0,45.0, UK              ,2020,11,28,14,Negative
"Despair clouds the mind, feeling adrift in an endless sea of darkness.",Despair,Night,LostInDarkness,Instagram,#Despair #EndlessDarkness,28.0,55.0, Australia        ,2016,5,15,22,Negative
"Shattered by betrayal, trust crumbles like fragile glass.",Betrayal,Afternoon,BrokenTrust,Twitter,#Betrayal #ShatteredTrust,22.0,45.0, Germany         ,2018,9,10,13,Negative
"Aching heart, the symphony of pain plays in the silence of solitude.",Suffering,Night,SilentSufferer,Facebook,#Suffering #HeartacheSymphony,25.0,50.0, Brazil          ,2022,3,20,19,Negative
"Emotional storm, a whirlwind of sadness engulfs every thought.",EmotionalStorm,Evening,StormyFeelings,Instagram,#EmotionalStorm #SadnessWhirlwind,30.0,60.0, India          ,2017,7,18,17,Neutral
"Haunted by regrets, the ghost of the past lingers relentlessly.",Regret,Morning,LingeringGhost,Twitter,#Regret #HauntedPast,18.0,35.0, France         ,2018,12,15,10,Negative
"Torn apart by grief, the echoes of loss reverberate through the soul.",Grief,Night,EchoesOfLoss,Facebook,#Grief #TornApart,28.0,55.0, Italy         ,2015,6,28,21,Negative
"Isolation deepens, an emotional winter where warmth is but a distant memory.",Isolation,Afternoon,WinterOfEmotions,Instagram,#Isolation #EmotionalWinter,35.0,70.0, Japan       ,2020,4,2,14,Negative
"Soul-crushing disappointment, hopes shattered like fragile glass.",Disappointment,Evening,ShatteredHopes,Twitter,#Disappointment #CrushedHopes,20.0,40.0, Spain        ,2019,10,8,18,Negative
"Painful echoes of a love once cherished, now lost in the abyss of time.",LostLove,Morning,AbyssOfTime,Facebook,#LostLove #PainfulEchoes,22.0,45.0, Netherlands  ,2016,11,22,9,Positive
"Heartache deepens, a solitary journey through the abyss of despair.",Despair,Night,SolitaryDescent,Instagram,#Despair #AbyssOfHeartache,40.0,80.0, South Africa ,2022,8,18,22,Negative
"Melancholy lingers, a bittersweet serenade in the quietude of solitude.",Melancholy,Night,SerenadeOfSolitude,Twitter,#Melancholy #QuietSerenade,18.0,35.0, UK         ,2017,3,12,23,Neutral
"Bitterness like a poison, seeping into every crevice of the wounded heart.",Bitterness,Evening,PoisonedHeart,Facebook,#Bitterness #WoundedHeart,25.0,50.0, Australia   ,2015,12,15,16,Negative
"Emotional exhaustion, the weight of the world crushing weary shoulders.",Exhaustion,Afternoon,WearySoulCrushed,Instagram,#Exhaustion #CrushedSpirit,35.0,70.0, Canada     ,2021,9,5,13,Neutral
"Sorrowful echoes, a symphony of pain played by the strings of loss.",Sorrow,Night,StringsOfSorrow,Twitter,#Sorrow #SymphonyOfLoss,18.0,35.0, Germany     ,2018,5,22,20,Negative
"Darkness descends, engulfing the soul in the shadows of despair.",Darkness,Evening,SoulInShadow,Facebook,#Darkness #SoulEngulfed,28.0,55.0, USA         ,2016,7,10,18,Negative
"Desperation whispers, the silent plea for a glimmer of hope in the abyss.",Desperation,Afternoon,WhisperedDespair,Instagram,#Desperation #GlimmerOfHope,22.0,45.0, France    ,2019,4,30,14,Negative
"Heart in ruins, the remnants of shattered dreams scattered in the wind.",Ruins,Afternoon,DreamsInWind,Twitter,#Ruins #ShatteredDreams,20.0,40.0, Brazil     ,2022,1,8,11,Neutral
"Shattered by the echoes of a shattered dream, fragments of hope scattered.",Desolation,Night,DreamEchoes,Twitter,#Desolation #ScatteredHope,20.0,40.0, Australia ,2017,9,10,19,Neutral
"Avoiding the thorns of regret, walking barefoot on the path of remorse.",Regret,Afternoon,RemorseWalker,Instagram,#Regret #PathOfRemorse,25.0,50.0, Canada ,2022,4,18,11,Negative
"In the labyrinth of grief, the walls echo with the footsteps of lost joy.",Grief,Night,JoyLabyrinth,Facebook,#Grief #LostJoyFootsteps,18.0,35.0, USA ,2018,12,5,21,Negative
"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly.",Loneliness,Afternoon,SolitudeSeas,Twitter,#Loneliness #CrashingWaves,22.0,45.0, UK ,2016,6,28,14,Negative
"The bitterness of betrayal, a taste that lingers, staining the palate of trust.",Bitterness,Evening,PalateStainer,Instagram,#Bitterness #StainedTrust,15.0,30.0, Germany ,2019,10,22,17,Negative
"In the ruins of hope, echoes of shattered dreams whisper tales of loss.",Desolation,Night,HopeRuins,Facebook,#Desolation #WhisperedLoss,28.0,55.0, Brazil ,2021,3,15,22,Neutral
"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair.",Heartbreak,Night,OceanSinker,Twitter,#Heartbreak #RippleOfDespair,22.0,45.0, France ,2017,8,10,19,Negative
"Tears, the ink staining the pages of a journal, a testament to silent grief.",Grief,Afternoon,InkJournalist,Instagram,#Grief #SilentTears,30.0,60.0, India ,2023,1,28,14,Negative
"In the wasteland of lost trust, the echoes of broken promises reverberate.",Betrayal,Morning,TrustWasteland,Facebook,#Betrayal #ReverberatingPromises,25.0,50.0, Italy ,2016,12,12,10,Negative
"Avoiding the shards of shattered dreams, walking the tightrope of resilience.",Resilience,Evening,DreamTightrope,Twitter,#Resilience #TightropeWalk,35.0,70.0, Japan ,2020,7,18,15,Neutral
"Suffocating in the silence of solitude, where echoes of laughter once thrived.",Isolation,Night,EchoedLaughter,Instagram,#Isolation #SilentSolitude,30.0,60.0, South Africa ,2022,5,20,20,Negative
"Haunted by the specter of lost possibilities, a ghost that refuses to fade away.",Regret,Afternoon,PossibilityGhost,Twitter,#Regret #FadingPossibilities,18.0,35.0, Spain ,2019,11,8,14,Negative
"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly.",Despair,Night,EndlessLabyrinth,Facebook,#Despair #EndlessReverberation,28.0,55.0, Australia ,2017,3,28,22,Negative
"Sinking like autumn leaves in the river of sorrow, carried away by the current.",Sorrow,Evening,RiverOfSorrow,Instagram,#Sorrow #AutumnLeaves,22.0,45.0, Canada ,2020,9,15,18,Negative
"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes.",Desolation,Afternoon,DreamGardener,Twitter,#Desolation #ShatteredHopes,20.0,40.0, UK ,2018,6,10,13,Neutral
"Tears, the currency of grief, spent in the marketplace of lost love and longing.",Grief,Night,CurrencyOfTears,Facebook,#Grief #LostLoveLonging,25.0,50.0, USA ,2016,12,22,21,Negative
"Wandering in the maze of betrayal, the walls closing in with every wrong turn.",Betrayal,Evening,MazeWanderer,Instagram,#Betrayal #ClosingWalls,15.0,30.0, Germany ,2021,1,5,16,Negative
"A soul weathered by the storm of heartbreak, seeking refuge in the calm after.",Heartbreak,Afternoon,StormSeeker,Twitter,#Heartbreak #CalmAfterStorm,22.0,45.0, Brazil ,2019,4,18,11,Negative
"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow.",Despair,Night,TapestrySorrow,Facebook,#Despair #UnraveledHope,18.0,35.0, India ,2017,8,28,19,Negative
"Like a withered rose in the garden of love, petals fall, a silent surrender to time.",Loss,Afternoon,WitheredRose,Instagram,#Loss #SilentSurrender,28.0,55.0, France ,2023,2,10,14,Negative
"In the void of heartache, echoes of a love song play, each note a pang of longing.",Heartache,Night,LoveSongEcho,Instagram,#Heartache #LoveSongLonging,30.0,60.0, Japan ,2022,7,10,22,Negative
